elapsed time,timestamp,topic,value
28.086,1774501331.710000000,/odom_adapted.pose.pose.position.x,0
28.131,1774501331.755000000,/odom_adapted.pose.pose.position.x,0
28.145,1774501331.769000000,/odom_adapted.pose.pose.position.x,0
28.146,1774501331.770000000,/odom_adapted.pose.pose.position.x,0
28.15,1774501331.774000000,/odom_adapted.pose.pose.position.x,0
28.151,1774501331.775000000,/odom_adapted.pose.pose.position.x,0
28.296,1774501331.920000000,/odom_adapted.pose.pose.position.x,0
28.321,1774501331.945000000,/odom_adapted.pose.pose.position.x,0
28.321,1774501331.945000000,/odom_adapted.pose.pose.position.x,0
28.321,1774501331.945000000,/odom_adapted.pose.pose.position.x,0
28.321,1774501331.945000000,/odom_adapted.pose.pose.position.x,0
28.321,1774501331.945000000,/odom_adapted.pose.pose.position.x,0
28.389,1774501332.013000000,/odom_adapted.pose.pose.position.x,0
28.415,1774501332.039000000,/odom_adapted.pose.pose.position.x,0
28.415,1774501332.039000000,/odom_adapted.pose.pose.position.x,0
28.415,1774501332.039000000,/odom_adapted.pose.pose.position.x,0
28.415,1774501332.039000000,/odom_adapted.pose.pose.position.x,0
28.448,1774501332.072000000,/odom_adapted.pose.pose.position.x,0
28.448,1774501332.072000000,/odom_adapted.pose.pose.position.x,0
28.448,1774501332.072000000,/odom_adapted.pose.pose.position.x,0
28.533,1774501332.157000000,/odom_adapted.pose.pose.position.x,0
28.533,1774501332.157000000,/odom_adapted.pose.pose.position.x,0
28.574,1774501332.198000000,/odom_adapted.pose.pose.position.x,0
28.574,1774501332.198000000,/odom_adapted.pose.pose.position.x,0
28.624,1774501332.248000000,/odom_adapted.pose.pose.position.x,0
28.624,1774501332.248000000,/odom_adapted.pose.pose.position.x,0
28.671,1774501332.295000000,/odom_adapted.pose.pose.position.x,0
28.671,1774501332.295000000,/odom_adapted.pose.pose.position.x,0
28.674,1774501332.298000000,/odom_adapted.pose.pose.position.x,0
28.674,1774501332.298000000,/odom_adapted.pose.pose.position.x,0
28.683,1774501332.307000000,/odom_adapted.pose.pose.position.x,0
28.755,1774501332.379000000,/odom_adapted.pose.pose.position.x,0
28.779,1774501332.403000000,/odom_adapted.pose.pose.position.x,0
28.779,1774501332.403000000,/odom_adapted.pose.pose.position.x,0
28.779,1774501332.403000000,/odom_adapted.pose.pose.position.x,0
28.8,1774501332.424000000,/odom_adapted.pose.pose.position.x,0
28.8,1774501332.424000000,/odom_adapted.pose.pose.position.x,0
28.865,1774501332.489000000,/odom_adapted.pose.pose.position.x,0
28.883,1774501332.507000000,/odom_adapted.pose.pose.position.x,0
28.883,1774501332.507000000,/odom_adapted.pose.pose.position.x,0
28.885,1774501332.509000000,/odom_adapted.pose.pose.position.x,0
28.942,1774501332.566000000,/odom_adapted.pose.pose.position.x,0
28.969,1774501332.593000000,/odom_adapted.pose.pose.position.x,0
28.969,1774501332.593000000,/odom_adapted.pose.pose.position.x,0
29.01,1774501332.634000000,/odom_adapted.pose.pose.position.x,0
29.038,1774501332.662000000,/odom_adapted.pose.pose.position.x,0
29.057,1774501332.681000000,/odom_adapted.pose.pose.position.x,0
29.087,1774501332.711000000,/odom_adapted.pose.pose.position.x,0
29.117,1774501332.741000000,/odom_adapted.pose.pose.position.x,0
29.149,1774501332.773000000,/odom_adapted.pose.pose.position.x,0
29.169,1774501332.793000000,/odom_adapted.pose.pose.position.x,0
29.178,1774501332.802000000,/odom_adapted.pose.pose.position.x,0
29.178,1774501332.802000000,/odom_adapted.pose.pose.position.x,0
29.202,1774501332.826000000,/odom_adapted.pose.pose.position.x,0
29.239,1774501332.863000000,/odom_adapted.pose.pose.position.x,0
29.249,1774501332.873000000,/odom_adapted.pose.pose.position.x,0
29.284,1774501332.908000000,/odom_adapted.pose.pose.position.x,0
29.285,1774501332.909000000,/odom_adapted.pose.pose.position.x,0
29.296,1774501332.920000000,/odom_adapted.pose.pose.position.x,0
29.328,1774501332.952000000,/odom_adapted.pose.pose.position.x,0
29.328,1774501332.952000000,/odom_adapted.pose.pose.position.x,0
29.398,1774501333.022000000,/odom_adapted.pose.pose.position.x,0
29.401,1774501333.025000000,/odom_adapted.pose.pose.position.x,0
29.413,1774501333.037000000,/odom_adapted.pose.pose.position.x,0
29.449,1774501333.073000000,/odom_adapted.pose.pose.position.x,0
32.026,1774501335.650000000,/odom_adapted.pose.pose.position.x,0
